Reaction_class	KO
RC00295	K12319
RC00295	K12320
RC00295	K12321
RC00295	K12322
RC00295	K12323
RC00295	K12324
RC00295	K22600
RC00295	K22944
RC00296	K01119
RC00296	K01120
RC00296	K01975
RC00296	K03651
RC00296	K06167
RC00296	K08693
RC00296	K08718
RC00296	K13243
RC00296	K13244
RC00296	K13245
RC00296	K13246
RC00296	K13293
RC00296	K13294
RC00296	K13296
RC00296	K13298
RC00296	K13755
RC00296	K13756
RC00296	K13757
RC00296	K13758
RC00296	K13759
RC00296	K13760
RC00296	K13761
RC00296	K13762
RC00296	K13763
RC00296	K18283
RC00296	K18436
RC00296	K18437
RC00296	K18438
RC00296	K19021
RC00296	K20859
RC00298	K03897
RC00299	K01579
RC00299	K01580
RC00299	K01581
RC00299	K01582
RC00299	K01583
RC00299	K01584
RC00299	K01585
RC00299	K01586
RC00299	K01590
RC00299	K01592
RC00299	K01593
RC00299	K01594
RC00299	K01611
RC00299	K01613
RC00299	K02626
RC00299	K12526
RC00299	K13560
RC00299	K13745
RC00299	K13747
RC00299	K18933
RC00299	K18966
RC00299	K22427
RC00299	K22433
RC00300	K01437
RC00300	K01438
RC00300	K01443
RC00300	K01452
RC00300	K02079
RC00300	K02535
RC00300	K05823
RC00300	K12636
RC00300	K12915
RC00300	K13551
RC00300	K14677
RC00300	K15784
RC00300	K16363
RC00300	K17078
RC00300	K18614
RC00300	K20583
RC00302	K01776
RC00302	K01778
RC00302	K01779
RC00302	K04127
RC00302	K12235
RC00302	K19105
RC00302	K19724
RC00302	K21898
RC00303	K01843
RC00304	K19109
RC00307	K01625
RC00307	K01630
RC00307	K01631
RC00307	K01666
RC00307	K02510
RC00307	K08691
RC00307	K11395
RC00307	K12660
RC00307	K17463
RC00307	K18103
RC00307	K18123
RC00307	K18127
RC00307	K18339
RC00307	K18365
RC00307	K18383
RC00307	K19282
RC00307	K22397
RC00308	K01625
RC00308	K01638
RC00308	K08691
RC00308	K18123
RC00308	K19282
RC00311	K01637
RC00311	K08691
RC00311	K19281
RC00312	K01620
RC00312	K20801
RC00313	K01637
RC00315	K01501
RC00315	K13035
RC00316	K01744
RC00317	K01854
RC00317	K20678
RC00318	K01239
RC00318	K01240
RC00318	K01241
RC00318	K01243
RC00318	K01244
RC00318	K06966
RC00318	K10213
RC00318	K11783
RC00318	K18284
RC00318	K19888
RC00320	K01070
RC00321	K01569
RC00323	K00200
RC00323	K00201
RC00323	K00202
RC00323	K00203
RC00323	K00204
RC00323	K00205
RC00323	K01432
RC00323	K01437
RC00323	K01450
RC00323	K01458
RC00323	K01495
RC00323	K06863
RC00323	K07130
RC00323	K09007
RC00323	K11260
RC00323	K11261
RC00323	K13014
RC00323	K14263
RC00323	K14653
RC00323	K15357
RC00323	K22391
RC00325	K01501
RC00326	K00626
RC00326	K00632
RC00326	K01555
RC00326	K01557
RC00326	K02615
RC00326	K07508
RC00326	K07509
RC00326	K07513
RC00326	K07823
RC00326	K08764
RC00326	K15866
RC00326	K16164
RC00326	K16165
RC00326	K16171
RC00326	K18336
RC00326	K20758
RC00328	K01434
RC00328	K01441
RC00328	K04711
RC00328	K05848
RC00328	K06015
RC00328	K12348
RC00328	K12349
RC00329	K01476
RC00329	K01480
RC00329	K12255
RC00329	K12676
RC00330	K00491
RC00330	K13240
RC00330	K13241
RC00330	K13242
RC00330	K13427
RC00330	K19741
RC00331	K01752
RC00331	K17989
RC00332	K00558
RC00332	K00560
RC00332	K03465
RC00332	K13998
RC00332	K17398
RC00332	K17399
RC00332	K21192
RC00333	K19787
RC00333	K22437
RC00334	K00554
RC00334	K07409
RC00334	K12730
RC00334	K12731
RC00334	K15429
RC00334	K20331
RC00334	K21722
RC00334	K21723
RC00335	K05925
RC00335	K06970
RC00335	K12633
RC00335	K12643
RC00335	K22269
RC00336	K00565
RC00336	K12729
RC00337	K17070
RC00339	K00664
RC00341	K01015
RC00346	K00103
RC00347	K17486
RC00348	K01758
RC00348	K01761
RC00348	K17217
RC00349	K01689
RC00350	K00790
RC00350	K00800
RC00350	K01252
RC00350	K13830
RC00350	K18239
RC00350	K20261
RC00354	K01750
RC00355	K01667
RC00355	K01668
RC00356	K00453
RC00356	K00463
RC00358	K06927
RC00358	K18541
RC00360	K01713
RC00360	K04518
RC00360	K05359
RC00360	K14170
RC00361	K01745
RC00361	K10774
RC00361	K10775
RC00361	K13064
RC00362	K00801
RC00362	K02291
RC00362	K10208
RC00362	K17841
RC00364	K01668
RC00365	K12153
RC00365	K13027
RC00365	K13401
RC00365	K14984
RC00366	K21181
RC00366	K21227
RC00367	K01946
RC00367	K01958
RC00367	K01959
RC00367	K01960
RC00367	K01961
RC00367	K01962
RC00367	K01963
RC00367	K01964
RC00367	K01968
RC00367	K01969
RC00367	K02160
RC00367	K11262
RC00367	K11263
RC00367	K13777
RC00367	K13778
RC00367	K15036
RC00367	K15037
RC00367	K18472
RC00367	K18603
RC00367	K18604
RC00367	K18605
RC00367	K19312
RC00367	K22568
RC00368	K05306
RC00369	K14286
RC00370	K03735
RC00370	K03736
RC00370	K04019
RC00371	K01666
RC00371	K18365
RC00372	K01620
RC00372	K20801
RC00375	K01568
RC00376	K01805
RC00376	K01808
RC00376	K01809
RC00376	K01810
RC00376	K01812
RC00376	K01819
RC00376	K01820
RC00376	K06859
RC00376	K13810
RC00376	K15916
RC00376	K16011
RC00376	K18479
RC00377	K08094
RC00377	K13831
RC00378	K01941
RC00378	K14541
RC00379	K01477
RC00379	K01483
RC00379	K01756
RC00379	K16856
RC00380	K01940
RC00381	K06035
RC00382	K00816
RC00382	K01758
RC00382	K01760
RC00382	K05396
RC00382	K14155
RC00382	K17217
RC00382	K20021
RC00382	K22207
RC00383	K10535
RC00386	K16269
RC00386	K18067
RC00387	K00446
RC00387	K00452
RC00387	K00462
RC00387	K04100
RC00387	K04101
RC00387	K07104
RC00387	K10621
RC00387	K15058
RC00387	K15059
RC00387	K15777
RC00388	K00448
RC00388	K00449
RC00388	K03381
RC00388	K04098
RC00389	K00480
RC00389	K20218
RC00389	K20940
RC00390	K04102
RC00390	K14333
RC00390	K15063
RC00391	K01612
RC00391	K03182
RC00391	K03186
RC00391	K16239
RC00391	K21759
RC00391	K22958
RC00391	K22959
RC00391	K22960
RC00392	K00543
RC00392	K00545
RC00392	K00568
RC00392	K00588
RC00392	K00591
RC00392	K00599
RC00392	K03862
RC00392	K03863
RC00392	K05279
RC00392	K12635
RC00392	K13066
RC00392	K13067
RC00392	K13230
RC00392	K13259
RC00392	K13262
RC00392	K13272
RC00392	K13383
RC00392	K13386
RC00392	K13390
RC00392	K13397
RC00392	K13398
RC00392	K14975
RC00392	K15060
RC00392	K15064
RC00392	K15066
RC00392	K15886
RC00392	K15954
RC00392	K15970
RC00392	K16034
RC00392	K17057
RC00392	K17058
RC00392	K17059
RC00392	K17649
RC00392	K17650
RC00392	K17712
RC00392	K18280
RC00392	K20421
RC00392	K21178
RC00392	K21203
RC00392	K21204
RC00392	K21255
RC00392	K21258
RC00392	K21311
RC00392	K21513
RC00392	K21581
RC00392	K21582
RC00392	K21786
RC00392	K21895
RC00392	K22088
RC00392	K22091
RC00392	K22440
RC00392	K22553
RC00392	K22588
RC00392	K23053
RC00392	K23157
RC00394	K00639
RC00395	K01847
RC00395	K01848
RC00395	K01849
RC00397	K00699
RC00397	K00728
RC00397	K01188
RC00397	K05349
RC00397	K05350
RC00397	K05947
RC00397	K07106
RC00397	K11703
RC00397	K13030
RC00397	K13032
RC00397	K13646
RC00397	K15719
RC00397	K18786
RC00397	K18818
RC00397	K22597
RC00397	K22706
RC00399	K09758
RC00400	K09758
RC00402	K01709
RC00402	K01710
RC00402	K01711
RC00402	K12450
RC00402	K15912
RC00402	K21211
RC00403	K10046
RC00404	K00456
RC00404	K10712
RC00405	K00632
RC00405	K07508
RC00405	K07509
RC00405	K07513
RC00405	K08764
RC00406	K01659
RC00407	K08691
RC00407	K19281
RC00408	K01835
RC00408	K01836
RC00408	K01838
RC00408	K01839
RC00408	K01840
RC00408	K03431
RC00408	K15778
RC00408	K15779
RC00408	K16881
RC00408	K17497
RC00408	K20439
RC00408	K22199
RC00409	K01591
RC00409	K13421
RC00412	K15766
RC00412	K15767
RC00415	K01556
RC00415	K05913
RC00416	K00622
RC00416	K01409
RC00416	K12709
RC00416	K15904
RC00416	K21287
RC00417	K00052
RC00418	K01754
RC00418	K17989
RC00419	K01505
RC00420	K01739
RC00421	K08093
RC00421	K13812
RC00421	K13831
RC00422	K08093
RC00422	K13812
RC00422	K13831
RC00423	K01803
RC00424	K01734
RC00425	K01114
RC00425	K01115
RC00425	K01116
RC00425	K01117
RC00425	K01122
RC00425	K01123
RC00425	K01126
RC00425	K01771
RC00425	K05857
RC00425	K05858
RC00425	K05859
RC00425	K05860
RC00425	K05861
RC00425	K08743
RC00425	K12350
RC00425	K12351
RC00425	K12352
RC00425	K12353
RC00425	K12354
RC00425	K16619
RC00425	K16860
RC00425	K17717
RC00425	K18694
RC00425	K18695
RC00425	K18696
RC00425	K19006
RC00425	K22387
RC00427	K08686
RC00427	K20808
RC00427	K20809
RC00428	K00865
RC00428	K01837
RC00428	K02231
RC00428	K05979
RC00428	K11529
RC00428	K12975
RC00428	K15825
RC00428	K16651
RC00428	K18201
RC00428	K22579
RC00429	K06120
RC00429	K06121
RC00429	K06122
RC00429	K13876
RC00429	K14259
RC00432	K15936
RC00432	K16329
RC00432	K16330
RC00433	K16329
RC00433	K16330
RC00434	K01807
RC00434	K01808
RC00434	K01813
RC00434	K01818
RC00434	K01820
RC00434	K03271
RC00435	K01625
RC00435	K01626
RC00435	K01627
RC00435	K01630
RC00435	K01631
RC00435	K03856
RC00435	K04719
RC00435	K11395
RC00435	K12660
RC00435	K13853
RC00435	K17463
RC00435	K18103
RC00435	K18127
RC00435	K18339
RC00436	K01619
RC00437	K01619
RC00438	K01622
RC00438	K01623
RC00438	K01624
RC00438	K01629
RC00438	K01635
RC00438	K01671
RC00438	K08302
RC00438	K11645
RC00438	K16305
RC00438	K16306
RC00438	K16371
RC00439	K00616
RC00439	K01622
RC00439	K01623
RC00439	K01624
RC00439	K01635
RC00439	K01671
RC00439	K08302
RC00439	K11645
RC00439	K13810
RC00439	K16305
RC00439	K16306
RC00439	K16371
RC00440	K00766
RC00440	K13497
RC00441	K01012
RC00443	K01676
RC00443	K01677
RC00443	K01678
RC00443	K01679
RC00444	K01756
RC00445	K01755
RC00445	K01756
RC00445	K14681
RC00446	K01555
RC00446	K01557
RC00446	K16164
RC00446	K16165
RC00446	K16171
RC00446	K20758
RC00447	K01755
RC00447	K14681
RC00448	K01799
RC00450	K13552
RC00450	K20565
RC00450	K20566
RC00450	K20577
RC00450	K20584
RC00450	K20595
RC00451	K01182
RC00451	K01188
RC00451	K01189
RC00451	K01201
RC00451	K01202
RC00451	K01203
RC00451	K05349
RC00451	K05350
RC00451	K07406
RC00451	K07407
RC00451	K13031
RC00451	K15719
RC00451	K15922
RC00451	K17108
RC00451	K18279
RC00452	K01190
RC00452	K12308
RC00453	K01597
RC00453	K17942
RC00455	K01823
RC00456	K00602
RC00456	K11176
RC00457	K00364
RC00458	K01939
RC00458	K08710
RC00459	K01939
RC00460	K00587
RC00460	K01051
RC00460	K01063
RC00460	K02169
RC00460	K02170
RC00460	K03428
RC00460	K08241
RC00460	K09789
RC00460	K10718
RC00460	K15451
RC00460	K15824
RC00460	K15889
RC00460	K15942
RC00460	K15953
RC00460	K15957
RC00460	K15971
RC00460	K17868
RC00460	K18372
RC00460	K19560
RC00460	K19561
RC00461	K01051
RC00461	K01063
RC00461	K02170
RC00461	K08233
RC00461	K09789
RC00461	K13544
RC00461	K15889
RC00461	K15953
RC00461	K15957
RC00461	K17868
RC00461	K18372
RC00461	K19560
RC00461	K19561
RC00463	K00013
RC00463	K14152
RC00465	K00469
RC00466	K12712
RC00466	K13320
RC00466	K14374
RC00466	K14589
RC00466	K14590
RC00466	K15959
RC00466	K15995
RC00466	K15996
RC00466	K18776
RC00466	K19567
RC00466	K19568
RC00466	K19569
RC00466	K19856
RC00466	K19889
RC00466	K20082
RC00466	K21325
RC00466	K21539
RC00466	K21540
RC00467	K01183
RC00467	K01198
RC00467	K01199
RC00467	K01210
RC00467	K01218
RC00467	K13381
RC00467	K15920
RC00467	K19355
RC00467	K19891
RC00467	K19892
RC00467	K19893
RC00467	K20547
RC00467	K22268
RC00468	K01687
RC00470	K01649
RC00475	K01044
RC00475	K03927
RC00475	K22717
RC00476	K01044
RC00476	K03927
RC00476	K22717
RC00477	K01486
RC00477	K01488
RC00477	K01490
RC00477	K11991
RC00477	K12960
RC00477	K15440
RC00477	K18286
RC00477	K19572
RC00477	K20810
RC00477	K21053
RC00477	K21589
RC00478	K00215
RC00478	K00472
RC00478	K00496
RC00478	K02294
RC00478	K04125
RC00478	K15746
RC00478	K15747
RC00478	K16083
RC00478	K22492
RC00478	K22634
RC00478	K23037
RC00479	K01777
RC00479	K12658
RC00482	K07151
RC00483	K01721
RC00483	K13035
RC00483	K20807
RC00484	K00541
RC00485	K01239
RC00485	K01240
RC00485	K01242
RC00485	K11121
RC00485	K18152
RC00485	K18153
RC00485	K19980
RC00487	K17217
RC00488	K00816
RC00488	K01760
RC00488	K11819
RC00488	K14155
RC00489	K01697
RC00489	K10150
RC00490	K00487
RC00490	K00500
RC00490	K00502
RC00490	K04107
RC00490	K04108
RC00490	K04109
RC00490	K07415
RC00490	K07824
RC00490	K12696
RC00490	K13229
RC00490	K14578
RC00490	K14581
RC00490	K15760
RC00490	K15761
RC00490	K15762
RC00490	K15763
RC00490	K15764
RC00490	K15765
RC00490	K16242
RC00490	K16243
RC00490	K16244
RC00490	K16245
RC00490	K16246
RC00490	K16249
RC00490	K17475
RC00490	K17689
RC00490	K17709
RC00490	K17712
RC00490	K17719
RC00490	K18242
RC00490	K18243
RC00490	K20089
RC00490	K20420
RC00490	K21177
RC00491	K03181
RC00491	K18240
RC00492	K14418
RC00496	K00544
RC00496	K00550
RC00496	K00551
RC00496	K00570
RC00496	K05929
RC00496	K06101
RC00496	K09186
RC00496	K09187
RC00496	K09188
RC00496	K09189
RC00496	K11419
RC00496	K11420
RC00496	K11421
RC00496	K11422
RC00496	K11423
RC00496	K11424
RC00496	K11425
RC00496	K11427
RC00496	K11428
RC00496	K11429
RC00496	K11430
RC00496	K11431
RC00496	K11432
RC00496	K11433
RC00496	K13042
RC00496	K14959
RC00496	K15588
RC00496	K17451
RC00496	K18494
RC00496	K18804
RC00496	K18826
RC00496	K19199
RC00496	K20795
RC00496	K20796
RC00496	K22309
RC00496	K22748
RC00497	K01681
RC00497	K01682
RC00497	K01703
RC00497	K16792
RC00497	K16793
RC00497	K17749
RC00497	K20930
RC00497	K21359
RC00498	K01681
RC00498	K01682
RC00498	K10220
RC00498	K16515
RC00498	K16792
RC00498	K16793
RC00498	K17450
RC00501	K17064
RC00502	K01640
RC00502	K08691
RC00502	K10218
RC00502	K15234
RC00502	K18292
RC00502	K18314
RC00503	K01640
RC00503	K01641
RC00505	K00457
RC00506	K04103
RC00506	K06034
RC00506	K09459
RC00506	K12253
RC00506	K12732
RC00506	K13039
RC00507	K07253
RC00508	K08678
RC00508	K12449
RC00509	K01795
RC00511	K01816
RC00514	K01485
RC00514	K01489
RC00514	K03365
RC00516	K01804
RC00516	K01805
RC00516	K01820
RC00516	K09988
RC00517	K04720
RC00517	K19108
RC00518	K18571
RC00519	K22373
RC00521	K00498
RC00522	K09828
RC00522	K10960
RC00523	K00699
RC00523	K01044
RC00523	K01052
RC00523	K01742
RC00523	K01866
RC00523	K01867
RC00523	K01868
RC00523	K01869
RC00523	K01870
RC00523	K01872
RC00523	K01873
RC00523	K01874
RC00523	K01875
RC00523	K01876
RC00523	K01878
RC00523	K01879
RC00523	K01880
RC00523	K01881
RC00523	K01883
RC00523	K01884
RC00523	K01885
RC00523	K01886
RC00523	K01887
RC00523	K01889
RC00523	K01890
RC00523	K01892
RC00523	K01893
RC00523	K04566
RC00523	K04567
RC00523	K07587
RC00523	K09698
RC00523	K09759
RC00523	K10211
RC00523	K11627
RC00523	K12298
RC00523	K12976
RC00523	K13068
RC00523	K14163
RC00523	K14164
RC00523	K14595
RC00523	K14674
RC00523	K15748
RC00523	K17192
RC00523	K17194
RC00523	K18368
RC00523	K21026
RC00523	K21371
RC00523	K22503
RC00524	K00489
RC00524	K07430
RC00524	K07439
RC00524	K15089
RC00524	K16084
RC00524	K17875
RC00524	K18388
RC00525	K00004
RC00525	K00011
RC00525	K00022
RC00525	K00060
RC00525	K01782
RC00525	K01825
RC00525	K03366
RC00525	K07514
RC00525	K08683
RC00525	K15789
RC00525	K15967
RC00525	K16066
RC00525	K18009
RC00526	K01733
RC00528	K12448
RC00528	K12454
RC00529	K00699
RC00529	K01195
RC00529	K14756
RC00530	K01195
RC00530	K14756
RC00533	K00798
RC00533	K04032
RC00533	K19221
RC00534	K00216
RC00534	K05711
RC00534	K08690
RC00534	K16269
RC00534	K18255
RC00535	K03381
RC00535	K04099
RC00535	K04100
RC00535	K04101
RC00535	K15253
RC00536	K01834
RC00536	K01837
RC00536	K15633
RC00536	K15634
RC00536	K15635
RC00537	K01053
RC00537	K01057
RC00537	K07046
RC00537	K07404
RC00537	K13874
RC00537	K13937
RC00537	K18338
RC00537	K23004
RC00538	K00853
RC00538	K00854
RC00538	K00875
RC00538	K00880
RC00538	K22935
RC00539	K00033
RC00540	K01783
RC00540	K03079
RC00540	K10709
RC00541	K01815
RC00541	K02467
RC00541	K03337
RC00541	K06041
RC00543	K01684
RC00543	K01685
RC00543	K01686
RC00543	K01690
RC00543	K01706
RC00543	K01708
RC00543	K05308
RC00543	K08323
RC00543	K12661
RC00543	K13875
RC00543	K14275
RC00543	K16849
RC00543	K16850
RC00543	K18102
RC00543	K18334
RC00543	K20023
RC00543	K22186
RC00543	K22396
RC00544	K17468
RC00544	K22345
RC00545	K18369
RC00545	K18370
RC00545	K18382
RC00545	K23259
RC00546	K13033
RC00546	K14577
RC00547	K08687
RC00548	K08688
RC00549	K08688
RC00553	K01469
RC00553	K07160
RC00553	K22210
RC00553	K23123
RC00553	K23124
RC00554	K22081
RC00554	K22082
RC00554	K22083
RC00556	K00317
RC00556	K14082
RC00556	K16178
RC00556	K16179
RC00557	K00301
RC00557	K00302
RC00557	K00303
RC00557	K00304
RC00557	K00305
RC00557	K00306
RC00557	K00314
RC00557	K00317
RC00557	K19191
RC00557	K22084
RC00557	K22085
RC00557	K22086
RC00557	K22087
RC00559	K00509
RC00559	K11987
RC00561	K00454
RC00561	K00458
RC00561	K00460
RC00561	K00461
RC00561	K08021
RC00561	K08022
RC00561	K15718
RC00561	K19246
RC00563	K01785
RC00563	K01792
RC00563	K01810
RC00563	K02431
RC00563	K03534
RC00563	K06859
RC00563	K13810
RC00563	K15916
RC00566	K09753
RC00568	K09483
RC00568	K15652
RC00569	K18256
RC00569	K18613
RC00569	K20941
RC00570	K15766
RC00570	K15767
RC00571	K00615
RC00572	K02510
RC00572	K18365
RC00572	K22397
RC00574	K02510
RC00575	K18614
RC00578	K00288
RC00578	K01491
RC00578	K01500
RC00578	K13403
RC00579	K01837
RC00581	K23233
RC00583	K00382
RC00585	K18609
RC00586	K01736
RC00588	K01851
RC00588	K02361
RC00588	K02552
RC00588	K14759
RC00589	K18029
RC00589	K18030
RC00589	K19818
RC00589	K19819
RC00589	K19820
RC00589	K20171
RC00589	K20172
RC00589	K20445
RC00589	K20446
RC00589	K20447
RC00589	K20448
RC00590	K01587
RC00590	K11808
RC00594	K07246
RC00595	K01576
RC00597	K08248
RC00597	K08249
RC00597	K20802
RC00598	K08248
RC00598	K08249
RC00598	K20802
RC00599	K01629
RC00600	K01639
RC00602	K00072
RC00603	K01623
RC00603	K01624
RC00603	K01628
RC00603	K01629
RC00603	K03339
RC00603	K11645
RC00603	K18287
RC00604	K00616
RC00604	K01623
RC00604	K01624
RC00604	K01628
RC00604	K01629
RC00604	K11645
RC00604	K13810
RC00607	K00512
RC00608	K00846
RC00608	K11214
RC00609	K01964
RC00609	K01965
RC00609	K01966
RC00609	K11263
RC00609	K15036
RC00609	K15037
RC00609	K15052
RC00609	K18472
RC00609	K18603
RC00609	K18604
RC00609	K18605
RC00609	K19312
RC00609	K22568
RC00610	K16949
RC00611	K00762
RC00611	K13421
RC00611	K19888
RC00611	K20079
RC00613	K00524
RC00613	K00525
RC00613	K00526
RC00613	K00527
RC00613	K04123
RC00613	K10807
RC00613	K10808
RC00613	K20586
RC00613	K20587
RC00613	K21036
RC00613	K21636
RC00614	K00542
RC00614	K18477
RC00615	K01470
RC00617	K01501
RC00618	K01681
RC00618	K01682
RC00618	K01705
RC00618	K16792
RC00618	K16793
RC00620	K01577
RC00626	K00031
RC00626	K05824
RC00626	K10978
RC00626	K17753
RC00627	K00161
RC00627	K00162
RC00627	K00163
RC00627	K00164
RC00627	K00166
RC00627	K00167
RC00627	K11381
RC00627	K15791
RC00629	K01940
RC00632	K01464
RC00632	K01465
RC00632	K01473
RC00632	K01474
RC00632	K11540
RC00632	K19794
RC00634	K15097
RC00636	K15098
RC00637	K12467
RC00637	K12645
RC00637	K12742
RC00637	K14174
RC00637	K15793
RC00637	K19834
RC00637	K21925
RC00637	K22064
RC00639	K08968
RC00641	K12929
RC00642	K04120
RC00642	K12927
RC00642	K12928
RC00642	K14041
RC00642	K14042
RC00642	K14043
RC00642	K18113
RC00642	K19571
RC00642	K20514
RC00642	K20657
RC00643	K00446
RC00643	K00455
RC00643	K07104
RC00644	K00021
RC00644	K00054
RC00649	K00001
RC00649	K00061
RC00649	K00083
RC00649	K00121
RC00649	K04072
RC00649	K11146
RC00649	K11147
RC00649	K11148
RC00649	K11149
RC00649	K11150
RC00649	K11151
RC00649	K11152
RC00649	K11153
RC00649	K11154
RC00649	K12677
RC00649	K13369
RC00649	K13951
RC00649	K13952
RC00649	K13953
RC00649	K13954
RC00649	K13980
RC00649	K15734
RC00649	K15890
RC00649	K15891
RC00649	K19653
RC00649	K22395
RC00651	K17755
RC00652	K00877
RC00652	K03707
RC00655	K00546
RC00657	K05278
RC00660	K00512
RC00661	K00497
RC00661	K04125
RC00661	K07408
RC00661	K07433
RC00661	K09590
RC00661	K10674
RC00661	K10722
RC00661	K12640
RC00661	K12692
RC00661	K18056
RC00661	K20512
RC00661	K20623
RC00661	K20980
RC00661	K23276
RC00662	K03379
RC00667	K17724
RC00667	K22004
RC00668	K22002
RC00668	K22003
RC00669	K10797
RC00669	K17363
RC00670	K00005
RC00670	K00011
RC00670	K00049
RC00670	K12972
RC00670	K17741
RC00670	K23257
RC00671	K15717
RC00672	K01830
RC00672	K04097
RC00672	K05309
RC00672	K15729
RC00672	K15730
RC00673	K01831
RC00674	K01832
RC00675	K00097
RC00676	K00274
RC00676	K00276
RC00677	K01845
RC00678	K01707
RC00679	K21062
RC00680	K01464
RC00680	K01466
RC00680	K16842
RC00680	K19794
RC00681	K01479
RC00682	K05603
RC00683	K01468
RC00684	K00133
RC00684	K00145
RC00684	K00147
RC00684	K05829
RC00684	K12657
RC00684	K12659
RC00688	K01746
RC00688	K13990
RC00689	K12250
RC00690	K12249
RC00691	K14180
RC00691	K15804
RC00694	K19064
RC00697	K01560
RC00697	K01561
RC00700	K01694
RC00700	K01695
RC00700	K01696
RC00700	K06001
RC00700	K13222
RC00700	K18385
RC00701	K01695
RC00701	K01696
RC00701	K06001
RC00701	K13222
RC00704	K07408
RC00704	K07409
RC00704	K07412
RC00704	K07413
RC00704	K07414
RC00704	K07415
RC00704	K07424
RC00704	K10722
RC00704	K13328
RC00704	K15746
RC00704	K17689
RC00704	K17690
RC00704	K17691
RC00704	K23037
RC00705	K01728
RC00705	K01731
RC00705	K19551
RC00705	K22539
RC00705	K22994
RC00706	K00498
RC00706	K10723
RC00707	K01699
RC00707	K13919
RC00707	K13920
RC00708	K00699
RC00709	K00471
RC00709	K00473
RC00709	K13645
RC00709	K13646
RC00709	K13647
RC00709	K15399
RC00710	K00816
RC00710	K01758
RC00710	K01760
RC00710	K14155
RC00710	K17217
RC00710	K21623
RC00712	K01477
RC00713	K13075
RC00713	K14274
RC00713	K14731
RC00714	K01188
RC00714	K01195
RC00714	K01222
RC00714	K01223
RC00714	K05349
RC00714	K05350
RC00717	K13077
RC00717	K23179
RC00717	K23180
RC00718	K01859
RC00719	K01844
RC00719	K17898
RC00719	K17899
RC00719	K18011
RC00721	K01633
RC00721	K01634
RC00721	K03339
RC00721	K09739
RC00721	K13939
RC00721	K13940
RC00721	K16306
RC00721	K18287
RC00721	K22101
RC00721	K22102
RC00723	K07381
RC00723	K07408
RC00723	K07409
RC00723	K07411
RC00723	K07412
RC00723	K07413
RC00723	K07420
RC00723	K07424
RC00723	K07437
RC00723	K07438
RC00723	K12645
RC00723	K12664
RC00723	K12665
RC00723	K12922
RC00723	K12924
RC00723	K14732
RC00723	K16084
RC00723	K17683
RC00723	K17689
RC00723	K17690
RC00723	K17691
RC00723	K17709
RC00723	K17718
RC00723	K17719
RC00723	K17720
RC00723	K21146
RC00724	K07382
RC00724	K07408
RC00724	K07411
RC00724	K07412
RC00724	K07413
RC00724	K07424
RC00724	K07425
RC00724	K07437
RC00724	K12664
RC00724	K12665
RC00724	K12745
RC00724	K14732
RC00724	K17683
RC00724	K17689
RC00724	K17690
RC00724	K17691
RC00724	K17709
RC00724	K17718
RC00724	K17719
RC00724	K17720
RC00724	K20618
RC00726	K00053
RC00726	K00077
RC00727	K01764
RC00730	K18290
RC00730	K18291
RC00731	K03418
RC00732	K00317
RC00732	K14082
RC00732	K14083
RC00732	K14084
RC00737	K00451
RC00738	K00457
RC00739	K08325
RC00739	K18471
RC00740	K01759
RC00741	K00503
RC00741	K04034
RC00741	K04035
RC00745	K07566
RC00745	K15451
RC00746	K01188
RC00746	K05349
RC00746	K05350
RC00746	K07106
RC00746	K13032
RC00746	K15719
RC00747	K16953
RC00748	K16953
RC00750	K02554
RC00750	K18364
RC00751	K01617
RC00752	K05714
RC00752	K18092
RC00753	K05714
RC00753	K10216
RC00753	K10222
RC00753	K10623
RC00753	K10702
RC00753	K14604
RC00753	K15756
RC00753	K18092
RC00753	K22677
RC00753	K22717
RC00754	K10216
RC00755	K10216
RC00757	K10222
RC00757	K14604
RC00757	K15062
RC00757	K15756
RC00757	K22717
RC00758	K18312
RC00761	K13247
RC00762	K01822
RC00763	K17487
RC00764	K00450
RC00767	K03781
RC00767	K03782
RC00767	K20204
RC00767	K20219
RC00769	K02259
RC00769	K05797
RC00769	K13600
RC00769	K20200
RC00769	K21312
RC00769	K22598
RC00770	K01716
RC00770	K02372
RC00770	K07511
RC00770	K07515
RC00770	K10703
RC00770	K12405
RC00770	K16363
RC00770	K19658
RC00770	K19659
RC00770	K22540
RC00770	K22541
RC00773	K00474
RC00773	K00498
RC00773	K04713
RC00773	K07440
RC00773	K09587
RC00773	K10721
RC00773	K12675
RC00773	K17683
RC00777	K00682
RC00777	K07232
RC00777	K13564
RC00777	K22596
RC00779	K03392
RC00779	K10622
RC00780	K05606
RC00781	K05957
RC00781	K12630
RC00781	K13010
RC00781	K13017
RC00781	K13308
RC00781	K15895
RC00781	K15910
RC00781	K16016
RC00781	K18653
RC00781	K19854
RC00781	K20428
RC00781	K20429
RC00781	K20572
RC00781	K20574
RC00781	K20591
RC00781	K20680
RC00781	K21328
RC00782	K03335
RC00782	K16435
RC00784	K08248
RC00784	K08249
RC00784	K13033
RC00784	K14577
RC00790	K10793
RC00790	K10794
RC00790	K21672
RC00791	K13028
RC00792	K01721
RC00793	K13034
RC00795	K10811
RC00796	K00801
RC00797	K07422
RC00797	K07425
RC00797	K13407
RC00797	K15398
RC00797	K15401
RC00797	K15402
RC00797	K17683
RC00797	K17709
