Reaction_class	KO
RC00017	K02778
RC00017	K02779
RC00017	K02781
RC00017	K02782
RC00017	K02783
RC00017	K02786
RC00017	K02787
RC00017	K02788
RC00017	K02790
RC00017	K02791
RC00017	K02793
RC00017	K02794
RC00017	K02795
RC00017	K02796
RC00017	K02798
RC00017	K02799
RC00017	K02800
RC00017	K02802
RC00017	K02803
RC00017	K02804
RC00017	K02808
RC00017	K02809
RC00017	K02810
RC00017	K02817
RC00017	K02818
RC00017	K02819
RC00017	K02821
RC00017	K02822
RC00017	K03103
RC00017	K03270
RC00017	K03273
RC00017	K03338
RC00017	K03475
RC00017	K03525
RC00017	K03787
RC00017	K03788
RC00017	K03841
RC00017	K04041
RC00017	K04486
RC00017	K04714
RC00017	K04715
RC00017	K04716
RC00017	K04717
RC00017	K04718
RC00017	K05285
RC00017	K05287
RC00017	K05288
RC00017	K05310
RC00017	K05602
RC00017	K05715
RC00017	K05857
RC00017	K05858
RC00017	K05859
RC00017	K05860
RC00017	K05861
RC00017	K05878
RC00017	K05879
RC00017	K05881
RC00017	K06116
RC00017	K06117
RC00017	K06124
RC00017	K06131
RC00017	K06132
RC00017	K06211
RC00017	K06896
RC00017	K06949
RC00017	K06982
RC00017	K07024
RC00017	K07026
RC00017	K07029
RC00017	K07142
RC00017	K07251
RC00017	K07732
RC00017	K07758
RC00017	K08074
RC00017	K08693
RC00017	K08722
RC00017	K08723
RC00017	K08729
RC00017	K08730
RC00017	K08743
RC00017	K08744
RC00017	K09474
RC00017	K09680
RC00017	K09881
RC00017	K10353
RC00017	K10524
RC00017	K10710
RC00017	K10837
RC00017	K10984
RC00017	K10985
RC00017	K10986
RC00017	K11191
RC00017	K11192
RC00017	K11194
RC00017	K11195
RC00017	K11196
RC00017	K11198
RC00017	K11199
RC00017	K11200
RC00017	K11212
RC00017	K11216
RC00017	K11441
RC00017	K11532
RC00017	K11751
RC00017	K11753
RC00017	K11809
RC00017	K12350
RC00017	K12351
RC00017	K12352
RC00017	K12353
RC00017	K12354
RC00017	K12407
RC00017	K12409
RC00017	K12634
RC00017	K12975
RC00017	K13086
RC00017	K13248
RC00017	K13555
RC00017	K13644
RC00017	K13939
RC00017	K13940
RC00017	K13941
RC00017	K13967
RC00017	K14153
RC00017	K14154
RC00017	K14156
RC00017	K14379
RC00017	K14394
RC00017	K14395
RC00017	K14410
RC00017	K15518
RC00017	K15519
RC00017	K15728
RC00017	K15793
RC00017	K15892
RC00017	K15918
RC00017	K16018
RC00017	K16055
RC00017	K16328
RC00017	K16330
RC00017	K16368
RC00017	K16370
RC00017	K16619
RC00017	K16860
RC00017	K17103
RC00017	K17464
RC00017	K17465
RC00017	K17466
RC00017	K17467
RC00017	K17547
RC00017	K17623
RC00017	K17717
RC00017	K18126
RC00017	K18478
RC00017	K18550
RC00017	K18551
RC00017	K18569
RC00017	K18649
RC00017	K18654
RC00017	K18676
RC00017	K18678
RC00017	K18690
RC00017	K18693
RC00017	K18694
RC00017	K18695
RC00017	K18696
RC00017	K18697
RC00017	K19005
RC00017	K19006
RC00017	K19269
RC00017	K19283
RC00017	K19665
RC00017	K19970
RC00017	K19978
RC00017	K19979
RC00017	K20107
RC00017	K20108
RC00017	K20112
RC00017	K20113
RC00017	K20114
RC00017	K20116
RC00017	K20117
RC00017	K20118
RC00017	K20433
RC00017	K20437
RC00017	K20440
RC00017	K20581
RC00017	K20860
RC00017	K20861
RC00017	K20862
RC00017	K20881
RC00017	K20884
RC00017	K20902
RC00017	K20979
RC00017	K21013
RC00017	K21055
RC00017	K21056
RC00017	K21057
RC00017	K21063
RC00017	K21064
RC00017	K21071
RC00017	K21219
RC00017	K21948
RC00017	K22026
RC00017	K22129
RC00017	K22223
RC00017	K22292
RC00017	K22305
RC00017	K22316
RC00017	K22387
RC00017	K22911
RC00017	K22912
RC00017	K23370
RC00018	K00273
RC00018	K00827
RC00018	K00830
RC00018	K00839
RC00018	K14272
RC00020	K00803
RC00020	K01046
RC00020	K01049
RC00020	K01054
RC00020	K01058
RC00020	K01059
RC00020	K01060
RC00020	K01738
RC00020	K01739
RC00020	K01740
RC00020	K04040
RC00020	K06128
RC00020	K06129
RC00020	K08099
RC00020	K10150
RC00020	K10764
RC00020	K11157
RC00020	K11158
RC00020	K12298
RC00020	K12339
RC00020	K13034
RC00020	K13534
RC00020	K13605
RC00020	K14073
RC00020	K14074
RC00020	K14075
RC00020	K14076
RC00020	K14452
RC00020	K14621
RC00020	K14674
RC00020	K14675
RC00020	K14676
RC00020	K16816
RC00020	K16817
RC00020	K16818
RC00020	K17055
RC00020	K17056
RC00020	K17069
RC00020	K17216
RC00020	K17648
RC00020	K17900
RC00020	K19725
RC00020	K19882
RC00020	K21105
RC00020	K22283
RC00020	K22284
RC00020	K22389
RC00020	K22846
RC00021	K00789
RC00021	K00797
RC00021	K00802
RC00021	K01762
RC00021	K07561
RC00021	K13060
RC00021	K13061
RC00021	K13062
RC00021	K13621
RC00021	K13622
RC00021	K18285
RC00021	K19104
RC00021	K20248
RC00021	K20249
RC00021	K20250
RC00021	K20772
RC00021	K22205
RC00021	K22954
RC00021	K22955
RC00021	K22956
RC00021	K22957
RC00021	K22968
RC00022	K00281
RC00022	K00282
RC00022	K00283
RC00022	K00382
RC00022	K00600
RC00022	K00605
RC00022	K00606
RC00022	K02437
RC00022	K03465
RC00022	K19796
RC00022	K22578
RC00023	K00357
RC00024	K00613
RC00024	K01476
RC00024	K01480
RC00024	K01484
RC00024	K04340
RC00024	K12255
RC00024	K12676
RC00024	K19723
RC00025	K00285
RC00025	K00824
RC00025	K14287
RC00025	K21346
RC00025	K22457
RC00026	K00288
RC00026	K00289
RC00026	K00601
RC00026	K00602
RC00026	K00604
RC00026	K01433
RC00026	K01492
RC00026	K01938
RC00026	K08289
RC00026	K10011
RC00026	K11175
RC00026	K11787
RC00026	K13402
RC00027	K00161
RC00027	K00162
RC00027	K00163
RC00027	K00164
RC00027	K00166
RC00027	K00167
RC00027	K01568
RC00027	K01652
RC00027	K01653
RC00027	K11258
RC00027	K11381
RC00028	K00689
RC00028	K00690
RC00028	K00695
RC00028	K00696
RC00028	K01182
RC00028	K01186
RC00028	K01187
RC00028	K01193
RC00028	K01203
RC00028	K05341
RC00028	K12047
RC00028	K12316
RC00028	K12317
RC00028	K12357
RC00028	K13058
RC00028	K15922
RC00028	K15937
RC00028	K15960
RC00028	K15998
RC00028	K19698
RC00029	K00005
RC00029	K00006
RC00029	K00022
RC00029	K00057
RC00029	K00059
RC00029	K00074
RC00029	K00096
RC00029	K00105
RC00029	K00111
RC00029	K00112
RC00029	K00113
RC00029	K00665
RC00029	K00667
RC00029	K01782
RC00029	K01825
RC00029	K06123
RC00029	K07514
RC00029	K07515
RC00029	K07516
RC00029	K10251
RC00029	K10527
RC00029	K11533
RC00029	K11539
RC00029	K12405
RC00029	K12420
RC00029	K18097
RC00029	K22251
RC00031	K00015
RC00031	K00016
RC00031	K00018
RC00031	K00024
RC00031	K00025
RC00031	K00026
RC00031	K00049
RC00031	K00050
RC00031	K00051
RC00031	K00058
RC00031	K00090
RC00031	K00109
RC00031	K00116
RC00031	K05884
RC00031	K12972
RC00031	K15736
RC00031	K15893
RC00031	K15919
RC00031	K16843
RC00031	K16844
RC00031	K18121
RC00031	K18606
RC00031	K22982
RC00031	K23109
RC00032	K00615
RC00032	K01621
RC00032	K01662
RC00032	K17100
RC00033	K00699
RC00033	K00763
RC00033	K00768
RC00033	K01239
RC00033	K01240
RC00033	K01242
RC00033	K03146
RC00033	K03462
RC00033	K03783
RC00033	K03784
RC00033	K11121
RC00033	K18152
RC00033	K18153
RC00033	K19980
RC00033	K22699
RC00034	K00093
RC00034	K00430
RC00034	K03781
RC00034	K03782
RC00034	K11188
RC00034	K14028
RC00034	K14029
RC00034	K17066
RC00034	K17067
RC00034	K17068
RC00035	K00544
RC00035	K00547
RC00035	K00548
RC00035	K00549
RC00035	K00577
RC00035	K00578
RC00035	K00579
RC00035	K00580
RC00035	K00581
RC00035	K00582
RC00035	K00583
RC00035	K00584
RC00035	K04480
RC00035	K14080
RC00035	K14081
RC00035	K14082
RC00035	K14083
RC00035	K14084
RC00035	K16176
RC00035	K16177
RC00035	K16178
RC00035	K16179
RC00035	K16954
RC00035	K16955
RC00036	K00263
RC00036	K00271
RC00036	K00826
RC00036	K00831
RC00036	K00832
RC00036	K00835
RC00036	K03334
RC00036	K14260
RC00037	K00624
RC00037	K00650
RC00037	K00655
RC00037	K00679
RC00037	K01046
RC00037	K01047
RC00037	K01058
RC00037	K01062
RC00037	K02517
RC00037	K02560
RC00037	K03367
RC00037	K06130
RC00037	K07518
RC00037	K08765
RC00037	K08766
RC00037	K09757
RC00037	K12298
RC00037	K12699
RC00037	K12973
RC00037	K12974
RC00037	K13508
RC00037	K13509
RC00037	K13510
RC00037	K13511
RC00037	K13512
RC00037	K13513
RC00037	K13514
RC00037	K13515
RC00037	K13516
RC00037	K13517
RC00037	K13519
RC00037	K13523
RC00037	K13534
RC00037	K13535
RC00037	K13699
RC00037	K13700
RC00037	K13704
RC00037	K14073
RC00037	K14074
RC00037	K14075
RC00037	K14076
RC00037	K14188
RC00037	K14452
RC00037	K14456
RC00037	K14457
RC00037	K14458
RC00037	K14621
RC00037	K14674
RC00037	K14675
RC00037	K14676
RC00037	K15739
RC00037	K16023
RC00037	K16342
RC00037	K16343
RC00037	K16794
RC00037	K16795
RC00037	K16816
RC00037	K16817
RC00037	K17900
RC00037	K19007
RC00037	K19523
RC00037	K19524
RC00037	K21425
RC00037	K22097
RC00037	K22283
RC00037	K22284
RC00037	K22831
RC00039	K00143
RC00039	K00629
RC00039	K00630
RC00039	K00631
RC00039	K00645
RC00039	K00647
RC00039	K00652
RC00039	K00655
RC00039	K00665
RC00039	K00667
RC00039	K00668
RC00039	K00677
RC00039	K01071
RC00039	K01909
RC00039	K01910
RC00039	K02517
RC00039	K02536
RC00039	K02560
RC00039	K03621
RC00039	K03801
RC00039	K05551
RC00039	K05552
RC00039	K05553
RC00039	K05939
RC00039	K09458
RC00039	K09778
RC00039	K10203
RC00039	K10245
RC00039	K10246
RC00039	K10781
RC00039	K10782
RC00039	K11533
RC00039	K11628
RC00039	K12432
RC00039	K12701
RC00039	K12719
RC00039	K12720
RC00039	K12723
RC00039	K12974
RC00039	K13060
RC00039	K13061
RC00039	K13062
RC00039	K13506
RC00039	K13507
RC00039	K13508
RC00039	K13509
RC00039	K13513
RC00039	K13517
RC00039	K13519
RC00039	K13523
RC00039	K13559
RC00039	K13563
RC00039	K13699
RC00039	K13935
RC00039	K15315
RC00039	K15316
RC00039	K15646
RC00039	K15647
RC00039	K17626
RC00039	K20248
RC00039	K20249
RC00039	K20250
RC00039	K20981
RC00039	K20982
RC00039	K20984
RC00039	K20985
RC00039	K21059
RC00039	K21107
RC00039	K21182
RC00039	K21228
RC00039	K21261
RC00039	K21780
RC00039	K21781
RC00039	K21791
RC00039	K22310
RC00039	K22954
RC00039	K22955
RC00039	K22956
RC00039	K22957
RC00039	K22968
RC00040	K01003
RC00040	K01571
RC00040	K01573
RC00040	K01574
RC00040	K01578
RC00040	K01946
RC00040	K01958
RC00040	K01959
RC00040	K01960
RC00040	K01961
RC00040	K01962
RC00040	K01963
RC00040	K01964
RC00040	K02160
RC00040	K03416
RC00040	K10701
RC00040	K11262
RC00040	K11263
RC00040	K15036
RC00040	K15037
RC00040	K17489
RC00040	K17490
RC00040	K18472
RC00040	K18603
RC00040	K18604
RC00040	K18605
RC00040	K19312
RC00040	K20509
RC00040	K22568
RC00041	K00181
RC00041	K00623
RC00041	K00629
RC00041	K00630
RC00041	K00631
RC00041	K00635
RC00041	K00640
RC00041	K00641
RC00041	K00649
RC00041	K00651
RC00041	K00678
RC00041	K00679
RC00041	K01044
RC00041	K01046
RC00041	K01049
RC00041	K01054
RC00041	K01058
RC00041	K01060
RC00041	K03927
RC00041	K04128
RC00041	K05939
RC00041	K06128
RC00041	K06129
RC00041	K08099
RC00041	K08591
RC00041	K09756
RC00041	K10212
RC00041	K11155
RC00041	K11156
RC00041	K11157
RC00041	K11160
RC00041	K12298
RC00041	K12747
RC00041	K12931
RC00041	K12934
RC00041	K12936
RC00041	K12973
RC00041	K13264
RC00041	K13506
RC00041	K13507
RC00041	K13508
RC00041	K13534
RC00041	K14073
RC00041	K14074
RC00041	K14075
RC00041	K14076
RC00041	K14452
RC00041	K14456
RC00041	K14598
RC00041	K14621
RC00041	K14674
RC00041	K14675
RC00041	K14676
RC00041	K15400
RC00041	K15406
RC00041	K16816
RC00041	K16817
RC00041	K16818
RC00041	K17054
RC00041	K17648
RC00041	K17900
RC00041	K18851
RC00041	K18858
RC00041	K19726
RC00041	K19882
RC00041	K20579
RC00041	K21105
RC00041	K21383
RC00041	K22283
RC00041	K22284
RC00041	K22311
RC00041	K22389
RC00041	K22586
RC00041	K22797
RC00041	K22848
RC00041	K22849
RC00041	K23304
RC00042	K00015
RC00042	K00018
RC00042	K00049
RC00042	K00090
RC00042	K00104
RC00042	K11472
RC00042	K11473
RC00042	K11517
RC00042	K12972
RC00042	K15893
RC00042	K15919
RC00042	K18121
RC00043	K00143
RC00043	K00925
RC00043	K00926
RC00043	K00927
RC00043	K00928
RC00043	K00929
RC00043	K00930
RC00043	K00931
RC00043	K00932
RC00043	K01512
RC00043	K01895
RC00043	K01908
RC00043	K01913
RC00043	K01942
RC00043	K01947
RC00043	K01954
RC00043	K01955
RC00043	K01956
RC00043	K03148
RC00043	K03524
RC00043	K03800
RC00043	K05828
RC00043	K06864
RC00043	K11540
RC00043	K11541
RC00043	K11809
RC00043	K11996
RC00043	K12524
RC00043	K12525
RC00043	K12526
RC00043	K12657
RC00043	K12659
RC00043	K12719
RC00043	K12720
RC00043	K19697
RC00043	K21029
RC00043	K21059
RC00043	K21147
RC00043	K21284
RC00043	K21780
RC00043	K21781
RC00043	K22478
RC00044	K00016
RC00044	K00101
RC00044	K00102
RC00044	K03777
RC00044	K03778
RC00044	K21618
RC00045	K00234
RC00045	K00235
RC00045	K00236
RC00045	K00237
RC00045	K00239
RC00045	K00240
RC00045	K00241
RC00045	K00242
RC00045	K00244
RC00045	K00245
RC00045	K00246
RC00045	K00247
RC00045	K18209
RC00045	K18210
RC00045	K18556
RC00045	K18557
RC00045	K18558
RC00045	K18559
RC00045	K18560
RC00045	K18859
RC00045	K18860
RC00046	K00422
RC00046	K00481
RC00046	K00483
RC00046	K00484
RC00046	K00486
RC00046	K00493
RC00046	K00501
RC00046	K00505
RC00046	K03380
RC00046	K05280
RC00046	K06892
RC00046	K07408
RC00046	K07409
RC00046	K07410
RC00046	K09754
RC00046	K09755
RC00046	K10437
RC00046	K10438
RC00046	K10676
RC00046	K13083
RC00046	K13260
RC00046	K13267
RC00046	K13385
RC00046	K14338
RC00046	K14630
RC00046	K15930
RC00046	K15932
RC00046	K15933
RC00046	K15945
RC00046	K16242
RC00046	K16243
RC00046	K16244
RC00046	K16245
RC00046	K16246
RC00046	K16249
RC00046	K16901
RC00046	K16902
RC00046	K17689
RC00046	K18800
RC00046	K19065
RC00046	K19189
RC00046	K20208
RC00046	K20942
RC00046	K20943
RC00046	K20944
RC00046	K21184
RC00046	K21205
RC00046	K21726
RC00046	K21727
RC00046	K22270
RC00046	K22434
RC00046	K22932
RC00047	K00128
RC00047	K00129
RC00047	K00138
RC00047	K00149
RC00047	K14085
RC00048	K00275
RC00048	K18608
RC00048	K19793
RC00049	K00691
RC00049	K00697
RC00049	K00699
RC00049	K00702
RC00049	K00704
RC00049	K00705
RC00049	K00741
RC00049	K00747
RC00049	K01184
RC00049	K01187
RC00049	K01188
RC00049	K01189
RC00049	K01190
RC00049	K01194
RC00049	K01196
RC00049	K01207
RC00049	K01213
RC00049	K01220
RC00049	K01222
RC00049	K01223
RC00049	K01226
RC00049	K01229
RC00049	K01232
RC00049	K01236
RC00049	K01728
RC00049	K01731
RC00049	K02563
RC00049	K03419
RC00049	K04341
RC00049	K05342
RC00049	K05349
RC00049	K05350
RC00049	K05364
RC00049	K05365
RC00049	K05966
RC00049	K06611
RC00049	K06617
RC00049	K07406
RC00049	K07407
RC00049	K07553
RC00049	K07966
RC00049	K07967
RC00049	K07970
RC00049	K07971
RC00049	K08256
RC00049	K09654
RC00049	K12047
RC00049	K12111
RC00049	K12112
RC00049	K12309
RC00049	K12316
RC00049	K12317
RC00049	K12373
RC00049	K12582
RC00049	K12693
RC00049	K12695
RC00049	K12933
RC00049	K12937
RC00049	K13057
RC00049	K13080
RC00049	K13227
RC00049	K13499
RC00049	K13500
RC00049	K13550
RC00049	K13554
RC00049	K13556
RC00049	K13646
RC00049	K13657
RC00049	K13658
RC00049	K13659
RC00049	K13668
RC00049	K13677
RC00049	K13678
RC00049	K13927
RC00049	K13930
RC00049	K14367
RC00049	K14368
RC00049	K14375
RC00049	K15855
RC00049	K15914
RC00049	K15934
RC00049	K15935
RC00049	K15938
RC00049	K15939
RC00049	K15946
RC00049	K15947
RC00049	K15948
RC00049	K15951
RC00049	K15952
RC00049	K15960
RC00049	K15961
RC00049	K15962
RC00049	K15965
RC00049	K15989
RC00049	K15990
RC00049	K15994
RC00049	K15997
RC00049	K16004
RC00049	K16005
RC00049	K16009
RC00049	K16010
RC00049	K16055
RC00049	K16148
RC00049	K16212
RC00049	K16443
RC00049	K16870
RC00049	K17193
RC00049	K18207
RC00049	K18581
RC00049	K18675
RC00049	K18783
RC00049	K18785
RC00049	K18819
RC00049	K19551
RC00049	K20438
RC00049	K20573
RC00049	K20578
RC00049	K20580
RC00049	K20582
RC00049	K20589
RC00049	K20885
RC00049	K21065
RC00049	K21259
RC00049	K21262
RC00049	K21373
RC00049	K21374
RC00049	K22092
RC00049	K22307
RC00049	K22425
RC00049	K22426
RC00049	K22451
RC00049	K22539
RC00049	K22794
RC00049	K22933
RC00049	K22934
RC00049	K22994
RC00050	K00001
RC00050	K00121
RC00050	K04072
RC00050	K13951
RC00050	K13952
RC00050	K13953
RC00050	K13954
RC00050	K13980
RC00050	K14028
RC00050	K14029
RC00050	K18857
RC00051	K00226
RC00051	K00254
RC00051	K17828
RC00052	K00208
RC00052	K00209
RC00052	K00232
RC00052	K00248
RC00052	K00249
RC00052	K00252
RC00052	K00255
RC00052	K00665
RC00052	K00668
RC00052	K02371
RC00052	K04118
RC00052	K06445
RC00052	K06446
RC00052	K07512
RC00052	K09478
RC00052	K09479
RC00052	K10258
RC00052	K10780
RC00052	K11533
RC00052	K16173
RC00053	K00308
RC00053	K00316
RC00053	K00797
RC00053	K00802
RC00053	K00808
RC00053	K03495
RC00053	K03650
RC00053	K10708
RC00053	K12259
RC00053	K13366
RC00053	K13367
RC00053	K13746
RC00053	K15461
RC00053	K17839
RC00054	K00286
RC00054	K11394
RC00055	K00637
RC00055	K00650
RC00055	K00677
RC00055	K00684
RC00055	K00685
RC00055	K01044
RC00055	K01052
RC00055	K01195
RC00055	K01866
RC00055	K01867
RC00055	K01868
RC00055	K01869
RC00055	K01870
RC00055	K01872
RC00055	K01873
RC00055	K01874
RC00055	K01875
RC00055	K01876
RC00055	K01878
RC00055	K01879
RC00055	K01880
RC00055	K01881
RC00055	K01883
RC00055	K01884
RC00055	K01885
RC00055	K01886
RC00055	K01887
RC00055	K01889
RC00055	K01890
RC00055	K01892
RC00055	K01893
RC00055	K02492
RC00055	K04566
RC00055	K04567
RC00055	K05363
RC00055	K07587
RC00055	K09698
RC00055	K09756
RC00055	K09757
RC00055	K09759
RC00055	K11627
RC00055	K11693
RC00055	K11694
RC00055	K11695
RC00055	K12298
RC00055	K12554
RC00055	K12698
RC00055	K12713
RC00055	K12722
RC00055	K12724
RC00055	K12923
RC00055	K12925
RC00055	K12926
RC00055	K12932
RC00055	K12935
RC00055	K12976
RC00055	K13065
RC00055	K13393
RC00055	K13610
RC00055	K14163
RC00055	K14164
RC00055	K14674
RC00055	K15748
RC00055	K15999
RC00055	K16035
RC00055	K16036
RC00055	K18368
RC00055	K19184
RC00055	K20983
RC00055	K21026
RC00055	K21419
RC00055	K22095
RC00055	K22503
RC00056	K00816
RC00056	K01251
RC00056	K01697
RC00056	K01739
RC00056	K01758
RC00056	K01760
RC00056	K10150
RC00056	K14155
RC00057	K10620
RC00057	K16269
RC00057	K22676
RC00058	K07811
RC00058	K07812
RC00058	K18277
RC00059	K00699
RC00059	K00720
RC00059	K00728
RC00059	K00748
RC00059	K01182
RC00059	K01188
RC00059	K01189
RC00059	K01201
RC00059	K01202
RC00059	K01203
RC00059	K03429
RC00059	K03715
RC00059	K04628
RC00059	K05349
RC00059	K05350
RC00059	K06119
RC00059	K06611
RC00059	K06617
RC00059	K07406
RC00059	K07407
RC00059	K09480
RC00059	K09667
RC00059	K13031
RC00059	K13492
RC00059	K13494
RC00059	K13495
RC00059	K13496
RC00059	K15719
RC00059	K15922
RC00059	K15993
RC00059	K17108
RC00059	K18134
RC00059	K19002
RC00059	K19003
RC00059	K19004
RC00059	K21354
RC00059	K21362
RC00059	K22308
RC00059	K22772
RC00060	K00301
RC00060	K00302
RC00060	K00303
RC00060	K00304
RC00060	K00305
RC00060	K00306
RC00060	K00314
RC00060	K00551
RC00060	K00552
RC00060	K00553
RC00060	K00562
RC00060	K00570
RC00060	K05353
RC00060	K05929
RC00060	K06101
RC00060	K09186
RC00060	K09187
RC00060	K09188
RC00060	K09189
RC00060	K11419
RC00060	K11420
RC00060	K11421
RC00060	K11422
RC00060	K11423
RC00060	K11424
RC00060	K11425
RC00060	K11427
RC00060	K11428
RC00060	K11429
RC00060	K11430
RC00060	K11431
RC00060	K11432
RC00060	K11433
RC00060	K14959
RC00060	K15461
RC00060	K15588
RC00060	K16369
RC00060	K17451
RC00060	K17689
RC00060	K17712
RC00060	K18494
RC00060	K18804
RC00060	K18826
RC00060	K19191
RC00060	K19199
RC00060	K20795
RC00060	K20796
RC00060	K21937
RC00060	K22309
RC00060	K22436
RC00060	K22748
RC00061	K00329
RC00061	K00330
RC00061	K00331
RC00061	K00332
RC00061	K00333
RC00061	K00334
RC00061	K00335
RC00061	K00336
RC00061	K00337
RC00061	K00338
RC00061	K00339
RC00061	K00340
RC00061	K00341
RC00061	K00342
RC00061	K00343
RC00061	K00425
RC00061	K00426
RC00061	K02297
RC00061	K02298
RC00061	K03878
RC00061	K03879
RC00061	K03880
RC00061	K03881
RC00061	K03882
RC00061	K03883
RC00061	K03884
RC00061	K03934
RC00061	K03935
RC00061	K03936
RC00061	K03940
RC00061	K03941
RC00061	K03942
RC00061	K03943
RC00061	K05572
RC00061	K05573
RC00061	K05574
RC00061	K05575
RC00061	K05576
RC00061	K05577
RC00061	K05578
RC00061	K05579
RC00061	K05580
RC00061	K05581
RC00061	K05582
RC00061	K05583
RC00061	K05584
RC00061	K05585
RC00061	K05586
RC00061	K05587
RC00061	K05588
RC00061	K13378
RC00061	K13380
RC00061	K15863
RC00061	K17893
RC00061	K21607
RC00062	K00274
RC00062	K00276
RC00062	K00818
RC00062	K00819
RC00062	K00821
RC00062	K00822
RC00062	K00823
RC00062	K00836
RC00062	K00840
RC00062	K03343
RC00062	K03430
RC00062	K03851
RC00062	K03918
RC00062	K05830
RC00062	K07250
RC00062	K07255
RC00062	K07256
RC00062	K09251
RC00062	K09469
RC00062	K09471
RC00062	K11182
RC00062	K12256
RC00062	K13371
RC00062	K13372
RC00062	K13524
RC00062	K14268
RC00062	K15372
RC00062	K15785
RC00062	K16182
RC00062	K16871
RC00062	K19064
RC00062	K19563
RC00063	K00756
RC00063	K00757
RC00063	K00758
RC00063	K00759
RC00063	K00760
RC00063	K00761
RC00063	K00768
RC00063	K00769
RC00063	K00772
RC00063	K00773
RC00063	K01239
RC00063	K01240
RC00063	K01241
RC00063	K01243
RC00063	K01244
RC00063	K02825
RC00063	K03783
RC00063	K03784
RC00063	K03816
RC00063	K05780
RC00063	K05966
RC00063	K06164
RC00063	K06165
RC00063	K06166
RC00063	K06966
RC00063	K08728
RC00063	K09913
RC00063	K10213
RC00063	K11783
RC00063	K13421
RC00063	K13927
RC00063	K13930
RC00063	K15407
RC00063	K15780
RC00063	K17683
RC00063	K18284
RC00063	K18931
RC00063	K19696
RC00063	K19836
RC00064	K00608
RC00064	K00609
RC00064	K00610
RC00064	K00618
RC00064	K00619
RC00064	K00620
RC00064	K00673
RC00064	K00681
RC00064	K00682
RC00064	K00684
RC00064	K00685
RC00064	K01307
RC00064	K01437
RC00064	K01438
RC00064	K01439
RC00064	K01441
RC00064	K01446
RC00064	K01447
RC00064	K01448
RC00064	K01449
RC00064	K01587
RC00064	K01919
RC00064	K01921
RC00064	K01922
RC00064	K01923
RC00064	K01924
RC00064	K01925
RC00064	K01928
RC00064	K01929
RC00064	K01930
RC00064	K02083
RC00064	K03823
RC00064	K03894
RC00064	K03895
RC00064	K04709
RC00064	K04710
RC00064	K04711
RC00064	K05362
RC00064	K05375
RC00064	K05526
RC00064	K05604
RC00064	K05823
RC00064	K05827
RC00064	K05831
RC00064	K05848
RC00064	K06015
RC00064	K06048
RC00064	K07008
RC00064	K07232
RC00064	K08660
RC00064	K11067
RC00064	K11204
RC00064	K11205
RC00064	K11206
RC00064	K11540
RC00064	K11541
RC00064	K11754
RC00064	K12234
RC00064	K12348
RC00064	K12349
RC00064	K12554
RC00064	K12632
RC00064	K12636
RC00064	K12911
RC00064	K12912
RC00064	K12913
RC00064	K12915
RC00064	K13037
RC00064	K13038
RC00064	K13282
RC00064	K13713
RC00064	K14506
RC00064	K14592
RC00064	K14677
RC00064	K14681
RC00064	K14682
RC00064	K14755
RC00064	K14940
RC00064	K15740
RC00064	K15784
RC00064	K15792
RC00064	K18309
RC00064	K18310
RC00064	K18311
RC00064	K18592
RC00064	K18852
RC00064	K19102
RC00064	K19103
RC00064	K19111
RC00064	K19112
RC00064	K19113
RC00064	K19412
RC00064	K20457
RC00064	K20838
RC00064	K21140
RC00064	K21419
RC00064	K21420
RC00064	K21604
RC00064	K21977
RC00064	K22099
RC00064	K22310
RC00064	K22314
RC00064	K22476
RC00064	K22477
RC00064	K22478
RC00064	K22596
RC00064	K22842
RC00065	K00380
RC00065	K00381
RC00065	K00385
RC00065	K00392
RC00065	K11180
RC00065	K11181
RC00065	K16950
RC00065	K16951
RC00065	K16952
RC00066	K00034
RC00066	K00036
RC00066	K00064
RC00066	K00078
RC00066	K00115
RC00066	K00117
RC00066	K13937
RC00066	K14273
RC00066	K18124
RC00066	K18125
RC00066	K18333
RC00066	K18337
RC00066	K18981
RC00066	K19243
RC00066	K19813
RC00066	K21840
RC00066	K22185
RC00066	K23003
RC00067	K01643
RC00067	K01644
RC00067	K01646
RC00067	K01647
RC00067	K01648
RC00067	K01655
RC00067	K02594
RC00067	K05942
RC00067	K10218
RC00067	K10977
RC00067	K12910
RC00067	K15230
RC00067	K15231
RC00067	K15234
RC00067	K15741
RC00067	K15742
RC00067	K17748
RC00067	K21934
RC00068	K00248
RC00068	K00249
RC00068	K09478
RC00068	K11410
RC00069	K00153
RC00069	K00605
RC00069	K00799
RC00069	K00816
RC00069	K01251
RC00069	K01697
RC00069	K01739
RC00069	K01758
RC00069	K01760
RC00069	K03396
RC00069	K04097
RC00069	K05906
RC00069	K05954
RC00069	K05955
RC00069	K07173
RC00069	K10150
RC00069	K13299
RC00069	K14155
RC00069	K17216
RC00069	K17217
RC00070	K00143
RC00070	K01409
RC00070	K01895
RC00070	K01908
RC00070	K01913
RC00070	K01942
RC00070	K01947
RC00070	K03524
RC00070	K03800
RC00070	K06864
RC00070	K10105
RC00070	K15904
RC00070	K21059
RC00071	K00128
RC00071	K00149
RC00071	K14085
RC00072	K00207
RC00072	K17722
RC00072	K17723
RC00074	K01485
RC00074	K01489
RC00074	K01493
RC00074	K01494
RC00074	K01937
RC00074	K03365
